"date","adm_cd","m00","m05","m10","m15","m20","m25","m30","m35","m40","m45","m50","m55","m60","m65","m70","m75","m80","m85","f00","f05","f10","f15","f20","f25","f30","f35","f40","f45","f50","f55","f60","f65","f70","f75","f80","f85","total"
"20240308","45180535","0.0","71.71","213.11","254.52","268.66","358.55","308.05","282.8","388.85","424.2","551.46","567.62","571.66","377.74","195.94","142.41","80.8","51.51","0.0","84.84","229.27","307.04","229.27","346.43","259.57","287.85","379.76","445.41","559.54","553.48","392.89","272.7","189.88","123.22","94.94","94.94","12921.94"
"20240307","45180320","0.0","2.02","13.13","7.07","18.18","21.21","41.41","28.28","46.46","58.58","78.78","80.8","104.03","74.74","42.42","23.23","18.18","23.23","0.0","4.04","7.07","3.03","8.08","15.15","16.16","19.19","20.2","18.18","51.51","71.71","68.68","42.42","25.25","34.34","38.38","37.37","1513.99"
"20240302","47770310","0.0","69.69","183.82","114.13","172.71","316.13","395.92","350.47","482.78","478.74","708.01","731.24","745.38","543.38","247.45","143.42","66.66","31.31","0.0","84.84","119.18","107.06","153.52","319.16","325.22","306.03","444.4","467.63","632.26","735.28","710.03","414.1","245.43","105.04","74.74","54.54","13669.34"
"20240303","45180310","0.0","4.04","29.29","14.14","45.45","72.72","94.94","89.89","78.78","97.97","114.13","160.59","157.56","117.16","56.56","51.51","23.23","23.23","0.0","19.19","11.11","17.17","30.3","42.42","47.47","50.5","40.4","57.57","97.97","116.15","124.23","72.72","46.46","45.45","26.26","37.37","2850.22"
"20240310","47770250","0.0","56.56","127.26","102.01","87.87","218.16","203.01","202.0","233.31","272.7","422.18","476.72","434.3","338.35","194.93","118.17","60.6","41.41","0.0","66.66","101.0","101.0","95.95","166.65","181.8","166.65","239.37","284.82","366.63","423.19","401.98","283.81","177.76","115.14","115.14","60.6","8548.64"
"20240313","45180250","0.0","2.02","26.26","44.44","29.29","66.66","70.7","79.79","108.07","141.4","169.68","190.89","153.52","143.42","88.88","54.54","40.4","33.33","0.0","5.05","14.14","15.15","14.14","36.36","41.41","29.29","42.42","77.77","88.88","110.09","127.26","86.86","81.81","55.55","57.57","58.58","3223.92"
"20240302","45180410","0.0","2.02","6.06","6.06","5.05","14.14","11.11","19.19","23.23","32.32","54.54","53.53","49.49","50.5","27.27","19.19","14.14","7.07","1.01","5.05","11.11","7.07","8.08","7.07","12.12","11.11","10.1","24.24","33.33","35.35","43.43","42.42","22.22","23.23","25.25","28.28","954.45"
"20240304","45180320","0.0","2.02","14.14","6.06","14.14","16.16","35.35","20.2","46.46","51.51","64.64","85.85","116.15","82.82","45.45","23.23","19.19","18.18","0.0","4.04","8.08","4.04","8.08","15.15","11.11","21.21","20.2","23.23","58.58","77.77","78.78","45.45","27.27","36.36","39.39","39.39","1535.2"
"20240323","45180390","0.0","7.07","13.13","17.17","19.19","47.47","40.4","60.6","79.79","86.86","152.51","134.33","137.36","109.08","62.62","44.44","31.31","24.24","0.0","4.04","9.09","16.16","12.12","33.33","41.41","31.31","52.52","49.49","71.71","120.19","81.81","67.67","49.49","45.45","45.45","32.32","2397.74"
"20240330","45180595","0.0","14.14","36.36","22.22","64.64","109.08","103.02","85.85","94.94","99.99","161.6","196.95","184.83","136.35","69.69","48.48","31.31","29.29","0.0","16.16","15.15","24.24","48.48","104.03","72.72","58.58","67.67","81.81","114.13","146.45","115.14","79.79","45.45","36.36","28.28","31.31","3458.24"
"20240310","47770370","0.0","11.11","20.2","13.13","34.34","46.46","53.53","62.62","79.79","85.85","118.17","160.59","159.58","133.32","82.82","43.43","12.12","15.15","0.0","12.12","18.18","8.08","21.21","52.52","47.47","48.48","65.65","66.66","118.17","147.46","165.64","96.96","81.81","41.41","27.27","33.33","2628.02"
"20240317","47770360","0.0","27.27","41.41","65.65","60.6","107.06","115.14","102.01","162.61","161.6","244.42","291.89","303.0","236.34","142.41","82.82","49.49","33.33","0.0","26.26","71.71","60.6","44.44","90.9","83.83","74.74","119.18","150.49","228.26","268.66","253.51","203.01","115.14","77.77","57.57","56.56","5073.23"
"20240305","45180390","0.0","4.04","23.23","22.22","20.2","41.41","46.46","51.51","61.61","76.76","113.12","106.05","121.2","87.87","54.54","32.32","29.29","26.26","0.0","3.03","14.14","14.14","10.1","27.27","27.27","21.21","40.4","43.43","68.68","89.89","66.66","59.59","43.43","40.4","47.47","30.3","2020.0"
"20240308","43750370","0.0","29.29","79.79","107.06","225.23","537.32","501.97","435.31","502.98","464.6","571.66","598.93","472.68","292.9","101.0","55.55","31.31","136.35","0.0","34.34","69.69","108.07","138.37","266.64","229.27","194.93","213.11","248.46","347.44","329.26","272.7","151.5","68.68","37.37","37.37","116.15","11894.77"
"20240329","45180340","0.0","3.03","2.02","19.19","29.29","37.37","57.57","45.45","52.52","52.52","70.7","113.12","92.92","78.78","47.47","46.46","18.18","19.19","0.0","4.04","5.05","6.06","11.11","22.22","25.25","25.25","18.18","30.3","27.27","76.76","66.66","48.48","46.46","30.3","42.42","41.41","1750.33"
"20240314","47770310","0.0","13.13","37.37","26.26","67.67","150.49","155.54","131.3","199.98","191.9","308.05","348.45","380.77","284.82","190.89","74.74","56.56","26.26","0.0","10.1","15.15","21.21","41.41","57.57","75.75","83.83","105.04","123.22","258.56","309.06","331.28","252.5","159.58","83.83","66.66","53.53","5900.42"
"20240302","45180380","0.0","6.06","4.04","7.07","16.16","18.18","22.22","29.29","30.3","56.56","45.45","75.75","85.85","56.56","32.32","25.25","24.24","8.08","0.0","3.03","15.15","4.04","8.08","11.11","16.16","18.18","25.25","23.23","40.4","43.43","57.57","38.38","21.21","34.34","32.32","21.21","1179.68"
"20240330","45180350","0.0","2.02","8.08","5.05","10.1","15.15","21.21","22.22","26.26","27.27","55.55","45.45","75.75","84.84","38.38","26.26","18.18","13.13","0.0","1.01","5.05","5.05","6.06","7.07","11.11","14.14","8.08","22.22","37.37","28.28","46.46","44.44","43.43","29.29","23.23","24.24","1060.5"
"20240312","45180510","0.0","70.7","143.42","150.49","219.17","493.89","431.27","392.89","436.32","528.23","731.24","727.2","651.45","459.55","211.09","153.52","72.72","77.77","0.0","76.76","127.26","177.76","197.96","356.53","311.08","256.54","368.65","449.45","590.85","575.7","494.9","350.47","228.26","155.54","115.14","114.13","14643.99"
"20240321","47770250","0.0","46.46","113.12","91.91","78.78","198.97","185.84","191.9","241.39","283.81","433.29","500.96","454.5","313.1","202.0","124.23","66.66","41.41","0.0","60.6","120.19","82.82","72.72","152.51","159.58","148.47","230.28","271.69","373.7","384.81","363.6","279.77","180.79","117.16","116.15","57.57","8385.02"
"20240318","47770350","0.0","0.0","8.08","10.1","62.62","63.63","61.61","61.61","56.56","48.48","113.12","108.07","174.73","106.05","79.79","44.44","25.25","23.23","0.0","9.09","6.06","5.05","10.1","13.13","24.24","25.25","32.32","36.36","55.55","95.95","119.18","69.69","48.48","38.38","33.33","18.18","2065.45"
"20240312","47770360","0.0","17.17","35.35","58.58","51.51","86.86","105.04","76.76","144.43","138.37","216.14","259.57","262.6","187.86","117.16","67.67","65.65","28.28","0.0","16.16","51.51","45.45","27.27","74.74","65.65","53.53","88.88","117.16","189.88","222.2","208.06","181.8","110.09","86.86","53.53","56.56","4319.77"
"20240318","47770370","0.0","5.05","9.09","4.04","18.18","46.46","51.51","45.45","57.57","76.76","97.97","132.31","123.22","105.04","62.62","35.35","15.15","10.1","0.0","1.01","10.1","6.06","15.15","42.42","26.26","21.21","41.41","36.36","56.56","99.99","101.0","87.87","58.58","35.35","26.26","31.31","1959.4"
"20240326","47770250","0.0","48.48","113.12","77.77","80.8","186.85","192.91","181.8","225.23","255.53","423.19","490.86","436.32","338.35","204.02","134.33","69.69","41.41","0.0","56.56","91.91","74.74","66.66","156.55","158.57","146.45","236.34","271.69","364.61","381.78","373.7","289.87","178.77","128.27","116.15","58.58","8242.61"
"20240301","45180580","0.0","8.08","21.21","37.37","106.05","113.12","88.88","69.69","93.93","127.26","193.92","214.12","213.11","134.33","70.7","55.55","38.38","24.24","0.0","11.11","17.17","34.34","59.59","86.86","52.52","67.67","75.75","102.01","138.37","161.6","154.53","105.04","59.59","49.49","41.41","35.35","3638.02"
"20240316","45180370","0.0","0.0","6.06","2.02","13.13","20.2","16.16","18.18","21.21","28.28","57.57","60.6","80.8","64.64","40.4","26.26","17.17","18.18","0.0","2.02","3.03","3.03","5.05","8.08","7.07","10.1","19.19","19.19","41.41","46.46","50.5","43.43","24.24","27.27","30.3","31.31","1158.47"
"20240328","45180520","0.0","3.03","23.23","12.12","16.16","23.23","30.3","32.32","30.3","32.32","62.62","73.73","69.69","53.53","23.23","19.19","10.1","12.12","0.0","11.11","26.26","8.08","9.09","26.26","27.27","21.21","24.24","45.45","56.56","58.58","50.5","35.35","20.2","20.2","23.23","13.13","1251.39"
"20240307","47770250","0.0","46.46","109.08","97.97","97.97","189.88","176.75","177.76","233.31","261.59","395.92","485.81","450.46","321.18","225.23","124.23","58.58","42.42","0.0","54.54","86.86","73.73","73.73","145.44","147.46","138.37","227.25","271.69","364.61","390.87","342.39","271.69","181.8","118.17","120.19","54.54","8182.01"
"20240315","45180595","0.0","6.06","16.16","29.29","61.61","110.09","110.09","106.05","119.18","109.08","163.62","189.88","187.86","128.27","61.61","41.41","36.36","25.25","0.0","10.1","11.11","32.32","46.46","101.0","71.71","55.55","65.65","65.65","111.1","126.25","114.13","71.71","43.43","35.35","29.29","34.34","3430.97"
"20240313","47770320","0.0","0.0","4.04","5.05","65.65","55.55","40.4","37.37","53.53","55.55","96.96","104.03","117.16","115.14","53.53","28.28","19.19","11.11","0.0","3.03","5.05","3.03","5.05","16.16","12.12","14.14","28.28","30.3","56.56","86.86","79.79","53.53","47.47","38.38","30.3","27.27","1939.2"
"20240321","45180570","0.0","26.26","47.47","43.43","67.67","151.5","163.62","119.18","180.79","194.93","322.19","349.46","348.45","259.57","128.27","88.88","48.48","62.62","0.0","32.32","53.53","45.45","63.63","126.25","108.07","85.85","127.26","157.56","224.22","256.54","241.39","203.01","109.08","71.71","60.6","42.42","6209.48"
"20240320","45180545","0.0","9.09","23.23","32.32","54.54","104.03","76.76","90.9","94.94","98.98","137.36","165.64","179.78","134.33","94.94","66.66","47.47","40.4","0.0","10.1","30.3","26.26","52.52","90.9","62.62","64.64","88.88","116.15","154.53","184.83","159.58","128.27","82.82","82.82","52.52","50.5","3685.49"
"20240304","45180410","0.0","1.01","10.1","4.04","2.02","18.18","15.15","18.18","26.26","29.29","61.61","54.54","63.63","45.45","24.24","18.18","12.12","9.09","0.0","2.02","6.06","4.04","5.05","9.09","9.09","5.05","8.08","23.23","21.21","32.32","41.41","30.3","16.16","20.2","26.26","26.26","914.05"
"20240327","45180320","0.0","2.02","11.11","7.07","13.13","22.22","36.36","28.28","50.5","63.63","78.78","99.99","116.15","84.84","46.46","23.23","22.22","21.21","0.0","3.03","7.07","4.04","5.05","20.2","11.11","19.19","21.21","21.21","53.53","82.82","75.75","42.42","25.25","36.36","40.4","40.4","1590.75"
"20240310","45180370","0.0","0.0","8.08","1.01","11.11","25.25","17.17","29.29","22.22","25.25","54.54","58.58","74.74","67.67","32.32","20.2","18.18","14.14","0.0","1.01","6.06","3.03","3.03","14.14","8.08","5.05","19.19","18.18","35.35","43.43","52.52","39.39","27.27","31.31","31.31","28.28","1098.88"
"20240327","45180510","0.0","72.72","142.41","162.61","227.25","488.84","438.34","359.56","412.08","542.37","704.98","699.93","656.5","438.34","204.02","167.66","68.68","73.73","0.0","70.7","129.28","185.84","205.03","365.62","283.81","244.42","381.78","448.44","566.61","579.74","480.76","334.31","220.18","152.51","114.13","122.21","14491.48"
"20240326","45180535","0.0","70.7","191.9","187.86","229.27","333.3","300.98","276.74","373.7","396.93","554.49","531.26","552.47","379.76","197.96","136.35","79.79","50.5","0.0","77.77","206.04","276.74","184.83","320.17","240.38","284.82","360.57","440.36","558.53","552.47","431.27","279.77","196.95","118.17","104.03","94.94","12417.95"
"20240314","45180545","0.0","5.05","18.18","21.21","43.43","71.71","64.64","91.91","91.91","98.98","135.34","155.54","174.73","124.23","82.82","76.76","41.41","35.35","0.0","8.08","23.23","24.24","50.5","81.81","65.65","62.62","82.82","117.16","155.54","173.72","153.52","143.42","92.92","83.83","52.52","37.37","3549.14"
"20240313","43750370","0.0","32.32","78.78","99.99","210.08","526.21","507.02","442.38","482.78","457.53","627.21","608.02","464.6","283.81","97.97","60.6","27.27","132.31","0.0","33.33","67.67","94.94","129.28","249.47","200.99","195.94","210.08","243.41","364.61","342.39","277.75","152.51","76.76","36.36","35.35","106.05","11815.99"
"20240312","45180595","0.0","5.05","17.17","11.11","34.34","105.04","110.09","85.85","102.01","105.04","147.46","159.58","173.72","108.07","53.53","42.42","30.3","20.2","0.0","6.06","10.1","13.13","34.34","87.87","69.69","50.5","55.55","63.63","104.03","115.14","101.0","49.49","42.42","35.35","25.25","28.28","3057.27"
"20240321","45180580","0.0","5.05","63.63","102.01","103.02","166.65","136.35","136.35","145.44","171.7","241.39","270.68","264.62","170.69","95.95","54.54","41.41","26.26","0.0","9.09","67.67","20.2","57.57","89.89","59.59","58.58","92.92","107.06","149.48","166.65","163.62","106.05","79.79","57.57","48.48","42.42","4506.62"
"20240331","47770350","0.0","6.06","14.14","15.15","68.68","66.66","77.77","78.78","82.82","73.73","145.44","175.74","213.11","155.54","93.93","44.44","23.23","24.24","0.0","10.1","15.15","12.12","18.18","31.31","26.26","45.45","54.54","57.57","94.94","158.57","185.84","99.99","66.66","36.36","38.38","16.16","2776.49"
"20240325","45180310","0.0","4.04","21.21","5.05","56.56","134.33","144.43","125.24","134.33","161.6","168.67","233.31","222.2","127.26","65.65","58.58","18.18","26.26","0.0","14.14","11.11","5.05","41.41","60.6","50.5","56.56","47.47","67.67","141.4","154.53","135.34","71.71","53.53","43.43","34.34","37.37","3800.63"
"20240314","47770250","0.0","44.44","117.16","92.92","90.9","188.87","208.06","184.83","244.42","263.61","432.28","502.98","469.65","354.51","215.13","133.32","75.75","42.42","0.0","57.57","85.85","75.75","75.75","155.54","158.57","143.42","233.31","294.92","371.68","407.03","390.87","300.98","211.09","123.22","128.27","61.61","8613.28"
"20240319","45180535","0.0","67.67","200.99","206.04","217.15","320.17","306.03","272.7","357.54","382.79","555.5","538.33","532.27","379.76","182.81","137.36","79.79","52.52","0.0","84.84","217.15","271.69","188.87","331.28","238.36","283.81","361.58","464.6","549.44","543.38","419.15","273.71","196.95","121.2","94.94","89.89","12359.37"
"20240323","45180570","0.0","20.2","48.48","57.57","103.02","127.26","145.44","145.44","189.88","203.01","288.86","338.35","314.11","229.27","129.28","69.69","49.49","66.66","0.0","14.14","54.54","51.51","85.85","119.18","103.02","95.95","121.2","160.59","202.0","259.57","231.29","206.04","123.22","62.62","62.62","47.47","6069.09"
"20240306","43750350","0.0","19.19","26.26","49.49","236.34","715.08","687.81","612.06","645.39","536.31","633.27","664.58","569.64","379.76","140.39","69.69","44.44","174.73","0.0","8.08","37.37","20.2","87.87","218.16","195.94","161.6","177.76","228.26","346.43","316.13","319.16","196.95","84.84","44.44","36.36","148.47","13693.58"
"20240312","45180410","0.0","0.0","8.08","5.05","2.02","20.2","13.13","15.15","20.2","34.34","45.45","55.55","50.5","48.48","22.22","18.18","15.15","9.09","0.0","3.03","4.04","4.04","5.05","6.06","7.07","9.09","9.09","19.19","27.27","29.29","35.35","35.35","16.16","20.2","28.28","27.27","847.39"
"20240325","47770250","0.0","49.49","110.09","79.79","80.8","177.76","175.74","184.83","239.37","262.6","404.0","480.76","446.42","324.21","202.0","136.35","63.63","39.39","0.0","60.6","90.9","75.75","70.7","151.5","158.57","142.41","230.28","281.79","347.44","387.84","355.52","272.7","185.84","118.17","121.2","64.64","8173.93"
"20240306","47770310","0.0","11.11","37.37","32.32","58.58","122.21","124.23","113.12","188.87","191.9","303.0","315.12","322.19","264.62","167.66","83.83","48.48","23.23","0.0","9.09","10.1","10.1","28.28","62.62","63.63","75.75","88.88","142.41","232.3","291.89","305.02","227.25","150.49","77.77","56.56","48.48","5364.11"
"20240301","45180390","0.0","4.04","11.11","12.12","20.2","47.47","49.49","66.66","68.68","88.88","131.3","142.41","137.36","85.85","58.58","35.35","32.32","27.27","0.0","5.05","8.08","16.16","18.18","22.22","28.28","42.42","47.47","54.54","85.85","102.01","69.69","69.69","44.44","40.4","47.47","34.34","2300.78"
"20240320","45180320","0.0","2.02","12.12","7.07","17.17","35.35","29.29","25.25","53.53","46.46","56.56","102.01","105.04","72.72","48.48","18.18","22.22","22.22","0.0","3.03","7.07","4.04","7.07","21.21","11.11","20.2","14.14","21.21","53.53","81.81","73.73","42.42","26.26","39.39","40.4","39.39","1531.16"
"20240310","47770310","0.0","37.37","64.64","44.44","73.73","204.02","171.7","182.81","273.71","292.9","456.52","470.66","560.55","428.24","226.24","94.94","57.57","25.25","0.0","37.37","47.47","34.34","61.61","140.39","161.6","171.7","205.03","263.61","429.25","499.95","522.17","339.36","184.83","98.98","59.59","61.61","8570.86"
"20240322","45180510","0.0","72.72","155.54","194.93","239.37","522.17","473.69","389.86","431.27","511.06","725.18","730.23","658.52","463.59","200.99","167.66","81.81","79.79","0.0","72.72","135.34","206.04","234.32","381.78","310.07","271.69","389.86","475.71","624.18","596.91","499.95","349.46","204.02","143.42","107.06","124.23","15095.46"
"20240319","45180320","0.0","2.02","12.12","8.08","15.15","25.25","39.39","26.26","36.36","51.51","68.68","94.94","114.13","78.78","43.43","19.19","22.22","18.18","0.0","4.04","7.07","3.03","9.09","14.14","10.1","17.17","20.2","17.17","49.49","76.76","68.68","43.43","26.26","36.36","40.4","39.39","1509.95"
"20240319","47770350","0.0","1.01","8.08","9.09","76.76","60.6","67.67","70.7","51.51","52.52","118.17","123.22","161.6","121.2","86.86","41.41","25.25","20.2","0.0","5.05","5.05","6.06","15.15","24.24","22.22","22.22","36.36","49.49","72.72","97.97","119.18","82.82","52.52","31.31","32.32","17.17","2203.82"
"20240304","45180400","0.0","1.01","6.06","5.05","17.17","37.37","33.33","42.42","42.42","70.7","125.24","119.18","122.21","110.09","60.6","42.42","27.27","29.29","0.0","3.03","5.05","6.06","11.11","12.12","15.15","15.15","27.27","50.5","46.46","63.63","117.16","92.92","57.57","45.45","32.32","29.29","2067.47"
"20240307","45180570","0.0","27.27","53.53","39.39","77.77","118.17","139.38","127.26","184.83","213.11","320.17","323.2","313.1","215.13","124.23","101.0","45.45","56.56","0.0","31.31","42.42","40.4","65.65","120.19","101.0","99.99","130.29","153.52","210.08","245.43","219.17","208.06","110.09","81.81","58.58","45.45","6005.46"
"20240328","47770310","0.0","13.13","39.39","18.18","63.63","123.22","127.26","127.26","181.8","165.64","303.0","322.19","355.52","273.71","199.98","79.79","56.56","22.22","0.0","12.12","13.13","14.14","33.33","58.58","73.73","81.81","83.83","149.48","255.53","278.76","313.1","223.21","173.72","83.83","71.71","50.5","5542.88"
"20240328","45180420","0.0","3.03","14.14","6.06","22.22","17.17","25.25","20.2","23.23","33.33","73.73","87.87","75.75","58.58","29.29","28.28","22.22","13.13","0.0","2.02","3.03","7.07","17.17","11.11","7.07","12.12","12.12","19.19","43.43","54.54","58.58","42.42","24.24","26.26","34.34","20.2","1259.47"
"20240320","43750350","0.0","13.13","24.24","40.4","225.23","698.92","699.93","592.87","599.94","562.57","677.71","684.78","592.87","390.87","154.53","63.63","42.42","186.85","0.0","10.1","35.35","25.25","81.81","231.29","209.07","164.63","182.81","218.16","326.23","316.13","303.0","203.01","85.85","50.5","38.38","150.49","13873.36"
"20240308","47770330","0.0","1.01","0.0","1.01","1.01","6.06","7.07","13.13","16.16","20.2","14.14","33.33","47.47","41.41","27.27","15.15","12.12","7.07","0.0","0.0","1.01","3.03","1.01","3.03","5.05","4.04","7.07","8.08","17.17","20.2","34.34","27.27","24.24","15.15","16.16","8.08","633.27"
"20240301","47770340","0.0","1.01","9.09","10.1","14.14","13.13","22.22","13.13","30.3","31.31","44.44","51.51","86.86","67.67","46.46","28.28","24.24","11.11","0.0","0.0","9.09","6.06","6.06","6.06","7.07","16.16","24.24","18.18","40.4","61.61","54.54","63.63","42.42","24.24","33.33","11.11","1122.11"
"20240327","45180595","0.0","6.06","18.18","15.15","47.47","114.13","137.36","88.88","97.97","111.1","178.77","180.79","192.91","133.32","56.56","49.49","31.31","26.26","0.0","6.06","12.12","13.13","33.33","92.92","70.7","58.58","70.7","72.72","108.07","130.29","117.16","58.58","39.39","34.34","29.29","31.31","3375.42"
"20240323","43750330","0.0","11.11","23.23","19.19","56.56","124.23","174.73","136.35","153.52","153.52","212.1","250.48","205.03","184.83","79.79","44.44","23.23","35.35","0.0","16.16","22.22","20.2","25.25","55.55","60.6","69.69","95.95","104.03","143.42","171.7","174.73","106.05","56.56","39.39","21.21","27.27","5470.16"
"20240314","45180510","0.0","69.69","138.37","151.5","218.16","475.71","448.44","367.64","425.21","530.25","702.96","741.34","627.21","437.33","197.96","146.45","80.8","79.79","0.0","72.72","127.26","182.81","218.16","363.6","284.82","267.65","380.77","459.55","604.99","561.56","507.02","339.36","215.13","163.62","117.16","121.2","14632.88"
"20240309","45180400","0.0","4.04","9.09","12.12","14.14","50.5","43.43","33.33","49.49","85.85","111.1","120.19","114.13","125.24","62.62","42.42","26.26","29.29","0.0","4.04","10.1","8.08","16.16","23.23","25.25","23.23","23.23","53.53","59.59","73.73","93.93","77.77","54.54","39.39","28.28","40.4","2124.03"
"20240318","45180350","0.0","0.0","4.04","3.03","6.06","12.12","24.24","21.21","20.2","33.33","45.45","72.72","58.58","87.87","31.31","24.24","17.17","12.12","0.0","1.01","3.03","1.01","5.05","10.1","14.14","9.09","8.08","17.17","32.32","29.29","51.51","38.38","37.37","29.29","23.23","26.26","1049.39"
"20240305","47770330","0.0","0.0","0.0","1.01","0.0","5.05","3.03","8.08","8.08","16.16","13.13","23.23","41.41","33.33","21.21","14.14","10.1","7.07","0.0","0.0","1.01","1.01","0.0","4.04","3.03","3.03","7.07","7.07","16.16","19.19","34.34","23.23","24.24","15.15","16.16","8.08","560.55"
"20240325","43750250","0.0","104.03","206.04","393.9","530.25","894.86","918.09","748.41","860.52","958.49","1218.06","1305.93","1241.29","811.03","396.93","270.68","153.52","213.11","0.0","113.12","234.32","309.06","325.22","564.59","527.22","476.72","639.33","777.7","957.48","961.52","895.87","572.67","373.7","249.47","185.84","212.1","29156.68"
"20240302","43750253","0.0","81.81","157.56","184.83","209.07","485.81","594.89","539.34","613.07","545.4","513.08","487.83","429.25","290.88","106.05","62.62","28.28","153.52","0.0","76.76","159.58","147.46","152.51","349.46","430.26","374.71","408.04","389.86","381.78","362.59","304.01","204.02","60.6","51.51","30.3","104.03","11998.8"
"20240310","45180570","0.0","17.17","50.5","52.52","88.88","103.02","128.27","97.97","161.6","157.56","231.29","271.69","296.94","229.27","125.24","76.76","36.36","58.58","0.0","22.22","54.54","62.62","63.63","101.0","103.02","102.01","127.26","136.35","197.96","233.31","195.94","182.81","110.09","53.53","44.44","44.44","5391.38"
"20240301","45180250","0.0","2.02","21.21","43.43","28.28","54.54","42.42","57.57","83.83","123.22","140.39","169.68","145.44","105.04","75.75","44.44","29.29","28.28","0.0","7.07","16.16","19.19","27.27","44.44","43.43","41.41","47.47","73.73","76.76","110.09","114.13","62.62","67.67","53.53","47.47","48.48","2833.05"
"20240310","43750253","0.0","90.9","152.51","188.87","227.25","532.27","631.25","547.42","636.3","541.36","512.07","494.9","431.27","289.87","108.07","61.61","30.3","129.28","0.0","85.85","168.67","143.42","156.55","352.49","415.11","391.88","410.06","417.13","409.05","366.63","297.95","213.11","70.7","56.56","27.27","98.98","12181.61"
"20240320","45180520","0.0","7.07","30.3","13.13","15.15","24.24","31.31","27.27","28.28","42.42","58.58","85.85","84.84","62.62","23.23","22.22","14.14","11.11","0.0","10.1","30.3","9.09","9.09","26.26","26.26","22.22","26.26","43.43","60.6","59.59","48.48","30.3","25.25","23.23","22.22","12.12","1322.09"
"20240319","45180430","0.0","0.0","0.0","0.0","2.02","8.08","7.07","6.06","2.02","16.16","16.16","29.29","35.35","27.27","12.12","7.07","4.04","1.01","0.0","0.0","6.06","1.01","0.0","5.05","6.06","5.05","4.04","4.04","19.19","30.3","21.21","18.18","9.09","14.14","11.11","8.08","434.3"
"20240301","45180330","0.0","3.03","11.11","11.11","19.19","17.17","23.23","19.19","42.42","44.44","47.47","61.61","73.73","48.48","32.32","30.3","17.17","15.15","0.0","3.03","9.09","9.09","7.07","18.18","17.17","24.24","19.19","21.21","32.32","45.45","52.52","36.36","26.26","30.3","28.28","25.25","1201.9"
"20240317","43750320","0.0","5.05","13.13","30.3","108.07","119.18","117.16","107.06","133.32","144.43","191.9","251.49","224.22","194.93","82.82","50.5","27.27","47.47","0.0","9.09","15.15","14.14","31.31","54.54","48.48","36.36","43.43","75.75","140.39","146.45","152.51","116.15","58.58","39.39","37.37","48.48","4890.42"
"20240323","45180360","0.0","3.03","9.09","9.09","13.13","18.18","20.2","26.26","15.15","34.34","45.45","59.59","58.58","43.43","34.34","25.25","9.09","6.06","0.0","1.01","6.06","12.12","12.12","16.16","8.08","22.22","11.11","13.13","32.32","45.45","41.41","37.37","21.21","22.22","11.11","15.15","971.62"
"20240302","45180580","0.0","4.04","31.31","34.34","101.0","99.99","102.01","72.72","95.95","123.22","188.87","232.3","192.91","139.38","68.68","52.52","37.37","22.22","0.0","13.13","22.22","33.33","66.66","85.85","67.67","76.76","73.73","91.91","142.41","167.66","173.72","103.02","67.67","54.54","38.38","34.34","3698.62"
"20240305","47770350","0.0","0.0","10.1","12.12","65.65","51.51","47.47","57.57","46.46","50.5","99.99","107.06","136.35","95.95","74.74","34.34","24.24","21.21","0.0","6.06","11.11","5.05","12.12","25.25","20.2","19.19","27.27","42.42","57.57","102.01","114.13","60.6","49.49","29.29","30.3","17.17","1909.91"
"20240303","45180545","0.0","14.14","27.27","53.53","64.64","102.01","66.66","69.69","96.96","89.89","117.16","153.52","151.5","113.12","68.68","58.58","32.32","31.31","0.0","16.16","34.34","38.38","46.46","73.73","65.65","62.62","80.8","78.78","123.22","144.43","123.22","93.93","72.72","55.55","53.53","36.36","3256.24"
"20240324","45180390","0.0","8.08","21.21","19.19","15.15","33.33","38.38","61.61","60.6","84.84","143.42","118.17","123.22","95.95","58.58","40.4","25.25","23.23","0.0","6.06","16.16","17.17","11.11","29.29","43.43","32.32","53.53","53.53","67.67","91.91","79.79","59.59","39.39","43.43","46.46","32.32","2208.87"
"20240316","45180510","0.0","68.68","185.84","212.1","249.47","485.81","430.26","352.49","423.19","475.71","656.5","674.68","583.78","411.07","194.93","132.31","68.68","82.82","0.0","74.74","169.68","199.98","260.58","364.61","295.93","264.62","353.5","432.28","603.98","564.59","494.9","334.31","207.05","145.44","110.09","122.21","14220.8"
"20240322","47770330","0.0","1.01","0.0","1.01","0.0","5.05","6.06","7.07","10.1","17.17","26.26","41.41","58.58","41.41","30.3","13.13","12.12","5.05","0.0","1.01","1.01","1.01","1.01","3.03","2.02","5.05","9.09","7.07","18.18","19.19","38.38","26.26","26.26","15.15","16.16","8.08","656.5"
"20240309","45180520","0.0","6.06","16.16","21.21","16.16","29.29","17.17","28.28","30.3","44.44","56.56","67.67","57.57","53.53","15.15","15.15","11.11","14.14","0.0","9.09","11.11","9.09","10.1","23.23","35.35","16.16","18.18","33.33","60.6","64.64","40.4","33.33","25.25","22.22","24.24","13.13","1196.85"
"20240322","45180250","0.0","5.05","23.23","44.44","32.32","64.64","66.66","69.69","101.0","124.23","177.76","162.61","170.69","131.3","84.84","60.6","38.38","32.32","0.0","7.07","12.12","19.19","24.24","44.44","41.41","39.39","49.49","77.77","93.93","124.23","133.32","85.85","77.77","59.59","53.53","57.57","3267.35"
